"","score","text","polarity"
"1669",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"1670",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1671",0,"RT @RahulGandhi: Here’s a link to my interview with Sunetra Choudhury of the HIndustan Times on Modi Ji’s unhealthy obsession with my famil…","neutral"
"1672",0,"@INCIndia Are you ready? What are your excuses if you get below 44 seats. I hope everyone wins except you. You have… https://t.co/OgZMp70tiT","neutral"
"1673",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1674",0,"RT @Prof_Hariom: Dear Hindus,
I am again tweeting.

Both @INCIndia and Muslim League were founded by London

INC by Hume, Dufferin and Curz…","neutral"
"1675",0,"@MahimaShastri Unfortunately @INCIndia believes in naming national assets after Nehru-Gandhi dynasty. All other tal… https://t.co/EkuqBxqV9q","neutral"
"1676",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1677",0,"@ndtvfeed @ndtv Effectively @siddaramaiah is telling:- Lawmakers of @INCIndia are of proud lot.
They are aloof of b… https://t.co/Q1Anozix7K","neutral"
"1678",2,"This is not a Speculation;
Note This ;
East Delhi is churning out a stunning  mandate in favour of @INCIndia 
Expec… https://t.co/YSSYCYEcuZ","positive"
"1679",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1680",0,"@ShashiTharoor @AatishTaseer @INCIndia Arey why? Why believe in parts? Suits your purpose in parts sir?","neutral"
"1681",3,"RT @INCIndia: Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led Congress g…","positive"
"1682",-1,"@INCIndia Impossible to count stars in sky and lies of modi","negative"
"1683",1,"@news24tvchannel @capt_amarinder @BJP4India @PMOIndia @narendramodi @RahulGandhi @INCIndia Absolutely right sir","positive"
"1684",0,"@ZTZ99_Atilla @SitaramYechury @INCIndia Why not HAL.? Good qn. First tell me Achievement of HAL vis a vis dassault… https://t.co/Qyivo4M0gy","neutral"
"1685",0,"RT @Prof_Hariom: Dear Hindus,
I am again tweeting.

Both @INCIndia and Muslim League were founded by London

INC by Hume, Dufferin and Curz…","neutral"
"1686",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1687",-1,"RT @ShefVaidya: This #HuaTohHua is not just a statement. It is the @INCIndia official policy of brazenly justifying every scam, every scand…","negative"
"1688",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1689",3,"RT @INCIndia: Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led Congress g…","positive"
"1690",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1691",1,"@INCIndia Why not NOTA???????
First ask meaningful questions with real options..... Why you put your words in common people's mouth.","positive"
"1692",0,"@ShashiTharoor @khushsundar @AatishTaseer @INCIndia Narendra Modi is India's Divider in Chief

➡️Partitioned India… https://t.co/wgX26pCvTF","neutral"
"1693",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"1694",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1695",-1,"@bbhavyabishnoi @priyankagandhi When in your children's going to join
@INCIndia miss @priyankagandhi
&amp; confirm that… https://t.co/wKBUZ5RQwQ","negative"
"1696",0,"@ANI @RahulGandhi @sampitroda @priyankagandhi @INCIndia @BJP4India @narendramodi @AmitShah Dear Rahul Ji, there is… https://t.co/ci3fBlYXkK","neutral"
"1697",-1,"RT @ARanganathan72: 175. @INCIndia BANNED dozens of channels for, among other things, showing ""obscene and women degrading content"" that fo…","negative"
"1698",0,"RT @ARanganathan72: 176. @INCIndia BANNED Balraj Sahni's iconic play Jadoo ki Kursi that lampooned Nehru. https://t.co/cTKl4ClhWN","neutral"
"1699",0,"RT @ARanganathan72: 177. CBFC under @INCIndia DELETED one entire song by the legend Pradeep because it objected to the lyrics. https://t.co…","neutral"
"1700",0,"@PaveinaiLanah @INCIndia @INCManipur Many students preparing in Delhi, Banglore etc came to Manipur costing lots of… https://t.co/RJZvsH0tLS","neutral"
"1701",0,"RT @ARanganathan72: 178. @INCIndia goons ATTACKED Utpal Dutt's play Nightmare City with BOMBS; govt imposed SEDITION charges. Play couldn't…","neutral"
"1702",-1,"RT @ARanganathan72: 180. @INCIndia BANNED import of Masani's biography of Indira Gandhi; pressurised the publisher. One objection related t…","negative"
"1703",0,"Sirji, ask your opponents to say something on last 5 year governance. Let them take 55 minutes in an one hour rally… https://t.co/cqr8O5754i","neutral"
"1704",-1,"It is crazier that @RahulGandhi with 44 seats wants to become PM of India

However he was incapable then as today t… https://t.co/w5A4dhvgsx","negative"
"1705",1,"RT @ARanganathan72: 181. Police under @INCIndia RAIDED Magsaysay winning journalist Gour Kishore Ghose's house, then JAILED him. (via @hum_…","positive"
"1706",0,"@1503sonu @INCIndia What did you expect them to do and was not done? Or what did BJP do that congress did not do?","neutral"
"1707",0,"RT @ARanganathan72: 182. @INCIndia youth wing DEMANDS a BAN on the film Padmavati. https://t.co/Ss7d7BrSa0 https://t.co/lIFhMy6GSm","neutral"
"1708",0,"RT @ARanganathan72: 183. @INCIndia's @KapilSibal BANNED from textbooks a 50 year old cartoon by Shankar; APOLOGISED for it being present in…","neutral"
"1709",0,"RT @AD1India: @ARanganathan72 @INCIndia @TIME @timesofindia @drmanny This is hilarious.","neutral"
"1710",0,"@dhaval241086 @muglikar_ He’s actually describing how @INCIndia dynasts think of their enslaved voters","neutral"
"1711",-1,"RT @RitumoudgilRitu: Archives of Indian Express expose congress lies ! What do you have to say @INCIndia ? Any more denials etc ? https://t…","negative"
"1712",0,"RT @ARanganathan72: 186. @INCIndia initially CENSORED, REFUSED to broadcast on national television the late Shashi Kapoor's iconic and land…","neutral"
"1713",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"1714",0,"RT @ARanganathan72: 185. @INCIndia got all copies of @TheEconomist CONFISCATED at Indian airports because it had published this cartoon of…","neutral"
"1715",-1,"@dhume @INCIndia fell into the Trap...","negative"
"1716",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1717",0,"RT @Prof_Hariom: To save Bharat, make it UK-founded @INCIndia -free.

No other alternative.

Ball in the court of Hindus, Buddhists, Jains…","neutral"
"1718",0,"@BhavikaKapoor5 @mohdmaimoon @INCIndia @RahulGandhi Not possible. There is no andhra this time. Congress gave up 30… https://t.co/BvOxt28eF8","neutral"
"1719",0,"RT @pete5308: @gujjubhai8 @NSELfight @RatnakarShirish @BJP4India @MinhazMerchant @AmitShah @narendramodi @SushmaSwaraj @rajnathsingh @bibek…","neutral"
"1720",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1721",0,"@ShefVaidya @sampitroda @RahulGandhi @INCIndia @sampitroda destroyed Rajiv Gandhi with his ill advices and now he i… https://t.co/2Je2tUVHTo","neutral"
"1722",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1723",0,"@sagarikaghose Also please upate the status of your paymasters @INCIndia","neutral"
"1724",0,"RT @abdullah_0mar: @ShashiTharoor @AatishTaseer @INCIndia Sir, if you stand for Democracy and FoE please spread this
https://t.co/sJJlKCw8NL","neutral"
"1725",-1,"By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend… https://t.co/DwkPcgfslm","negative"
"1726",0,"@Capilbhargava @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Wo seat bjp ki Thi hi nhi,… https://t.co/wkUUMZsVRi","neutral"
"1727",0,"RT @RajatSharmaLive: How PM lashed out at @INCIndia for Sam Pitroda's remark on 1984 riots, 
Watch exclusive video of what Late Rajiv Gandh…","neutral"
"1728",1,"@INCIndia @sampitroda Mr. Black n White, at least get 'a' decent color first!!!!","positive"
"1729",0,"@ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty Some bjp waale told that  kamal was not in the ballot.","neutral"
"1730",-1,"@akashbanerjee @INCIndia @BJP4India #HuaToHua  So what? Just about 18 months before? In a place so unfamiliar &amp; on… https://t.co/m3EiGV4KWm","negative"
"1731",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"1732",0,"RT @ARanganathan72: 218. @INCIndia's Nehru told @htTweets editor that he was the LOWEST form of human existence. Nehru then approached the…","neutral"
"1733",3,"@tsrawatbjp #Welcome to Uttarkhand for #चारधाम_यात्रा 
Visit here and enjoy the fresh climate and beautiful  scener… https://t.co/AGb8jdsaAq","positive"
"1734",0,"RT @kjsingh001: #SamPitroda now #Election2019 has replaced Mani Shankar Aiyer @RahulGandhi. WILL DELETE @INCIndia VOTES #punjab &amp; #delhi. @…","neutral"
"1735",0,"@deepakbhx @nandtara @jokerofj @ianbremmer @TIME @narendramodi @INCIndia @BJP4India @mihirssharma @arunjaitley You… https://t.co/Lip6KtGyz2","neutral"
"1736",-1,"RT @ShefVaidya: This #HuaTohHua is not just a statement. It is the @INCIndia official policy of brazenly justifying every scam, every scand…","negative"
"1737",0,"RT @ARanganathan72: 221. @INCIndia ORDERED massive raids at the @IndianExpress building and its owner R Goenka's guesthouse, incensed at th…","neutral"
"1738",-1,"@Tasnim29343784 @INCIndia Joker of a corrupt party ...","negative"
"1739",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1740",0,"@DeependerSHooda @RahulGandhi @priyankagandhi @INCIndia @INCHaryana @IYC @ahmedpatel @ashokgehlot51 @AnandSharmaINC Good going Congress","neutral"
"1741",-1,"RT @AmbVPrakash: Appears that @INCIndia has an in-built system of damage infliction. In 2014 it was M S AIYAR's 'Chaiwala' comment on @nare…","negative"
"1742",2,"Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led… https://t.co/jJ6pgoF8nz","positive"
"1743",0,"RT @baburajvarma: SC hasn't dismissed any litigation by Dr @Swamy39 nor it has dismissed or nullified the MHA notice to @RahulGandhi it  ju…","neutral"
"1744",0,"The difference is @INCIndia leadership apologised for 84 riots many times. On the other hand, neither #BJPee nor th… https://t.co/tGugMwLt75","neutral"
"1745",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"1746",0,"RT @RohanPr98211778: @INCIndia @RahulGandhi Jai Congress Party","neutral"
"1747",1,"@INCIndia @DrSanjeevRajp4 Please Vote For great Congress","positive"
"1748",-1,"@ShashiTharoor @AatishTaseer @INCIndia Selective reading!! Wow, u should agree completely or disagree it completely.","negative"
"1749",0,"@INCIndia @RahulGandhi Jai Congress Party","neutral"
"1750",1,"RT @YasminKidwai: Some where -Bombay Lost the fight bout Delhi -Bombay -that is when we had 15 years of a progressive administration under…","positive"
"1751",0,"@ANI @RahulGandhi @sampitroda @priyankagandhi @INCIndia @BJP4India @AmitShah @narendramodi Rahul Ji why don't you p… https://t.co/dpgA3aI9cT","neutral"
"1752",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1753",0,"@JMehta65 @Sootradhar @INCIndia @ShekharGupta @ThePrintIndia To launder money?? 😏😏","neutral"
"1754",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"1755",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1756",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"1757",0,"@skumar68863251 @BJP4India @INCIndia @AamAadmiParty @samajwadiparty Thanks","neutral"
"1758",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"1759",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1760",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1761",3,"thank you @RahulGandhi for giving @sampitroda a loytee bonus today

I m sure he deeply honored &amp; will always b grea… https://t.co/fsi2wFC3xk","positive"
"1762",-1,"@madhukishwar @ShekharGupta This is the infection called @INCIndia . Affects those living off freebies particularly.","negative"
"1763",0,"@INCIndia See what you have done with  Nation first.","neutral"
"1764",0,"RT @iamsuffian: @INCIndia Gen Secy @priyankagandhi  and @BJP4India Minister @Manekagandhibjp crosses paths , while Campaigning in Sultanpur…","neutral"
"1765",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"1766",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"1767",1,"RT @JMehta65: I din't understand why @INCIndia needs to run #NationalHerald when @ShekharGupta and @ThePrintIndia are ready to do its' hit…","positive"
"1768",0,"RT @jitengajaria: @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Abey Champak. Pawar votes in Mumbai South where…","neutral"
"1769",0,"RT @AdityaTrivedi_: Thank you for asking to vote for @BJP4India 

1. 100% electrification 
2. Rural road connectivity increased from 56% to…","neutral"
"1770",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1771",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1772",0,"@GitaSKapoor @INCIndia I call him bakra uncle","neutral"
"1773",0,"@radiowithpause1 @ChapKewani @AmbVPrakash @INCIndia @narendramodi @RahulGandhi Then?","neutral"
"1774",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1775",0,"@nach1keta @SirJambavan @TIME @INCIndia @PMOIndia @vibhor_anand *hack","neutral"
"1776",0,"@moneycontrolcom @narendramodi @ArvindKejriwal Yes we agree on that but he has been used as a peon in the entire po… https://t.co/l32dFdZ03c","neutral"
"1777",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"1778",0,"@blsanthosh @surnell @INCIndia @BJP4India @KiranKS @TimesNow Amitabh and Ajitabh Bachchan on INS Rajiv Party and So… https://t.co/54n7pTgqbx","neutral"
"1779",-2,"#ElectionCommission issues notice to @INCIndia leader #NavjotSinghSiddhu in connection with alleged violation of mo… https://t.co/SAtLlGNZbo","negative"
"1780",0,"@BJP4India @AmitShah @ZeeNewsHindi @indiatvnews
@AamAadmiParty @ArvindKejriwal
@INCIndia @Mayawati @MamataOfficial… https://t.co/hP1OqVyRS5","neutral"
"1781",0,"@nach1keta @SirJambavan @TIME @INCIndia @PMOIndia @vibhor_anand Apparently the PR manager for INC was a jack but st… https://t.co/rhuGaJ2im3","neutral"
"1782",0,"RT @PankajS67930916: https://t.co/BV62nnadNI India and the Sikh Challenge - Sanitized and declassified CIA Research Paper - Good Read  @INC…","neutral"
"1783",0,"Have you noticed how new controversies are coming up at regular intervals to keep the focus away from the real issu… https://t.co/eMcejRSUfA","neutral"
"1784",0,"@INCIndia Ok...we will vote for BJP then...","neutral"
"1785",0,"@radtwit @SitaramYechury @INCIndia Bloody Mobile NDA not NPA","neutral"
"1786",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1787",0,"RT @kaushalgovil: For #CheatedHomeBuyers in NCR
- Ghar is Rastrawaad
- Ghar is Nyay
- Ghar is mati-manush
- Ghar is key agenda

Ghar dilao…","neutral"
"1788",0,"RT @BJP4Karnataka: Your Joke is as poor as your aspirations for ticket in @INCIndia. Pity you big mouth.

You seem to be living in pappu pa…","neutral"
"1789",0,"RT @AshaKum48412511: @IndianGuitarTab @say2alok @HopeTransition @PMOIndia @DrJitendraSingh @rajnathsingh @arunjaitley @INCIndia He will nev…","neutral"
"1790",-1,"RT @meslight: Huge #Breaking 
@capt_amarinder admits @INCIndia leaders were involved in 1984 sikh massacre and even names them. A big slap…","negative"
"1791",2,"RT @just_one_indian: Congress ne 70 saal mai kya kiya? Well, our beloved divider in chief himself admits the progress that has come about t…","positive"
"1792",0,"@radtwit @SitaramYechury @INCIndia there should be an option of editing texts..' 'hopes' in previous statement","neutral"
"1793",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1794",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1795",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1796",-1,"@ShashiTharoor @AatishTaseer @INCIndia Where this article come apart is its failure to mention even one of the many… https://t.co/9m8jM8fWt2","negative"
"1797",0,"RT @ARanganathan72: 186. @INCIndia initially CENSORED, REFUSED to broadcast on national television the late Shashi Kapoor's iconic and land…","neutral"
"1798",2,"BJP again because
Congress's MP didn't work from 15 year even when cong. has central gov.
1. Look work at region wh… https://t.co/uLIdf6VzYx","positive"
"1799",2,"Point out 1 by 1 the promises given in may 14. Ask your opponents if they are giving progress card or are they utte… https://t.co/ItcwsR8HYR","positive"
"1800",2,"@ARanganathan72 @INCIndia @TIME @timesofindia @drmanny Or they could not afford to buy enough copies of TIME","positive"
"1801",-1,"@RahulGandhi if you and @INCIndia are separated from @sampitroda statement on 84 crises then take resignation from… https://t.co/5PE3KLwSMN","negative"
"1802",0,"@atheist_Krishan I was thinking abt missing ayer ,so @sampitroda filled the vacant but wow,different faces,same job… https://t.co/DvYSMFTEvD","neutral"
"1803",-2,"@ShefVaidya @INCIndia @sampitroda @priyankagandhi Come come Priyanka Pakistan’s is an absurd issue ?","negative"
"1804",0,"RT @ARanganathan72: 185. @INCIndia got all copies of @TheEconomist CONFISCATED at Indian airports because it had published this cartoon of…","neutral"
"1805",0,"@nistula Contact paymaster of darbaris @INCIndia!  Else authorised Brokers @thewire_in or @ThePrintIndia 😂","neutral"
"1806",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1807",0,"@ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty We are having court working.","neutral"
"1808",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1809",-1,"@JhaSanjay Shameless people that form the @INCIndia should seek out the nearest puddle and commit suicide in it. Yo… https://t.co/z9DZliKvot","negative"
"1810",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1811",1,"Bill on Sealings &amp; Demolitions in Delhi passed by Lok Sabha on 12th May 2006 gave relief to people from sealings/De… https://t.co/X9Y09POAnm","positive"
"1812",-1,"RT @Payal_Rohatgi: #HistoryAlwaysRepeats. Know your history &amp; dont live in false world  believing @INCIndia. Remember what Nehru, Indira, R…","negative"
"1813",0,"@INCIndia @RahulGandhi HUA TOH HUA is a definition of NYAY !","neutral"
"1814",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1815",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1816",0,"@ChatyTheCheetah @rwac48 @atti_cus @sanjayuvacha @atahasnain53 @kkhushal9 @INCIndia My Matnl Grfather (from Inner T… https://t.co/RDy3BqG5Lt","neutral"
"1817",0,"RT @KaulEye: @AhmAsmiYodha Thats not all. In 2005 @INCIndia passed constitutional amndnt to keep minority Institutions out of Govt audits &amp;…","neutral"
"1818",0,"RT @NewsroomPostCom: Watch, what North East Delhi thinks about @AamAadmiParty and Delhi CM Arvind Kejriwal #LokSabhaElection2019 @INCIndia…","neutral"
"1819",0,"RT @INCIndia: GS Smt. @priyankagandhi gave Modi the ultimate challenge. 

""Fight the last two phases of Lok Sabha elections on demonetisati…","neutral"
"1820",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1821",0,"@ShashiTharoor @Sharmistha_GK @INCIndia @AatishTaseer  ""Pakistani baap ki aulaad"", who against India yours supports… https://t.co/PCIvKI9JOg","neutral"
"1822",0,"@INCIndia @RahulGandhi I don't think so 😔","neutral"
"1823",0,"RT @MUKESHPITTY: @ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty Because there was no candidate of BJP in that constituency.","neutral"
"1824",-1,"@RahulGandhi if you and @INCIndia are separated from @sampitroda statement on 84 crises then take resignation from… https://t.co/wPqpxmiNAV","negative"
"1825",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1826",0,"@suhasinih @Nidhi #abhoganyay @RahulGandhi - HKL Bhagat, Sajjan Kumar, Kamal Nath where is the Nyay after 35 Year J… https://t.co/1WSZ8QQQHJ","neutral"
"1827",0,"@tranquilmallard @INCIndia Admiral of the Fleet Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl of Burma… https://t.co/8VR6XJP61u","neutral"
"1828",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1829",1,"@INCIndia @RahulGandhi Good news for party men. Not so good for country men 😝","positive"
"1830",0,"@radtwit @SitaramYechury @INCIndia Wouldn't know much about past history just turned 21....hadhigh hoped from NPA a… https://t.co/sOO95KSizV","neutral"
"1831",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1832",0,"@dhume how servile you are to the family is how even senior leaders are judged in @INCIndia.","neutral"
"1833",-1,"@UD141094 @arunpudur @INCIndia Even though the 15 lakh thing is a dead snake and we all know what he said, for argu… https://t.co/siW0A7Tmfu","negative"
"1834",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1835",1,"@Pankaj_Singh79 @pooja303singh @INCIndia High educated without hindi 😎","positive"
"1836",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1837",-1,"@ShashiTharoor @AatishTaseer @INCIndia Pehle 44 ke oopar seat tho lao....then talk about the congi shit manifesto","negative"
"1838",0,"@INCIndia You need to have 
All of the above option","neutral"
"1839",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1840",-1,"@ZeeNews If @RahulGandhi has said it then the @INCIndia slaves will have to do it, regardless of age or seniority.R… https://t.co/RczHVtNXuR","negative"
"1841",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1842",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1843",0,"@tranquilmallard @INCIndia Nehru's exclusive heart break. India couldn't have cared a damn. Monty I guess was too b… https://t.co/AoNF8GkFff","neutral"
"1844",1,"@Prof_Hariom @SulagnaDash6 @INCIndia @RahulGandhi The good Capt may have had too much to drink. Truth normally tumb… https://t.co/6eZ0e3YOoO","positive"
"1845",-1,"@RavinarIN @sampitroda @INCIndia Now who is spreading rumors that MSA has got plastic surgery done and has come wit… https://t.co/hDioncQaOl","negative"
"1846",0,"https://t.co/dxXxz2sKF7
 Exclusive Interaction with https://t.co/gzmkoOxHnA
Congress president Rahul Gandhi denied… https://t.co/00frKv1n5i","neutral"
"1847",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1848",0,"@MisaBharti @yadavtejashwi @RahulGandhi @RJDforIndia @RabriDeviRJD @laluprasadrjd @TejYadav14 @INCIndia… https://t.co/7v7Rr4ZRTB","neutral"
"1849",-1,"RT @akshaybakaya: Congress campaigner Afzal Ansari in Delhi calls Atishi Marlena a ""Yahoodan"", a Jew. Says Jews are the Muslims' worst enem…","negative"
"1850",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1851",0,"RT @Prof_Hariom: Dear Hindus,
I am again tweeting.

Both @INCIndia and Muslim League were founded by London

INC by Hume, Dufferin and Curz…","neutral"
"1852",0,"@INCIndia @RahulGandhi then why did u ran from court

file a case","neutral"
"1853",1,"@KartiPC @INCIndia Rest in peace","positive"
"1854",0,"@BhavikaKapoor5 @INCIndia @RahulGandhi Wishing with all my heart- but the report of 20 lakh EVMs missing is horrendous!!","neutral"
"1855",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1856",0,"RT @NishBrunel: @ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty There is no bjp in Mumbsi south! So how come this is even possible or co…","neutral"
"1857",0,"@deepakbhx @Rahuljain094 @nandtara @ianbremmer @TIME @narendramodi @INCIndia @BJP4India @mihirssharma @arunjaitley… https://t.co/VKZNGXkO18","neutral"
"1858",0,"RT @varunanandsays: @cskkanu #feminist don't want reservation in this job. They want reservation only in white collar job... 

#GenderBiase…","neutral"
"1859",0,"@ndtvfeed @ndtv Isn't this video from Rai Bareilly or amethi?Do understand the logic behind this Post n timing as… https://t.co/zCRIrLf0xl","neutral"
"1860",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1861",0,"84 में हुआ तो हुआ-सैम पित्रोदा (Most intellectual person of @INCIndia)

Stmt of Sam Uncle abt 35K Sikh brothers, wh… https://t.co/D1xdmZSSFf","neutral"
"1862",-4,"@INCIndia Let lies be at peace.. The biggest truth is a party which stinks with the horrendous murder kaand of thou… https://t.co/pezAbkk4wQ","negative"
